,word,f1,f2,f3,f4,f5,f6,f7,number_of_letters,chatgpt_score_encoded,fasttext_A_sim,fasttext_B_sim,fasttext_C_sim
299,орындау,1954,31,166,258,192,2210,41,7,2.0,0.37183505,0.3735542,0.3578726
300,орталық,642,960,7,493,73,2597,31,7,2.0,0.4084356,0.43996814,0.38773513
301,қара,1664,16,674,347,223,1841,3,4,1.0,0.48140132,0.4703562,0.47547215
302,қара,1664,16,674,347,223,1841,3,4,1.0,0.48140132,0.4703562,0.47547215
303,қара,32,0,31,17,18,75,0,4,1.0,0.48140132,0.4703562,0.47547215
304,қара,32,0,31,17,18,75,0,4,1.0,0.48140132,0.4703562,0.47547215
305,кіру,787,269,706,380,460,2161,25,4,1.0,0.30003145,0.2920389,0.24728832
306,негізгі,1567,620,6,202,20,2347,3,7,2.0,0.502168,0.5327899,0.45306197
307,сұрақ,3124,46,94,243,66,1154,16,5,1.0,0.40902022,0.40824082,0.32709634
308,ана,1621,19,405,613,312,1701,86,3,0.0,0.4284687,0.4103208,0.34586602
309,ана,1621,19,405,613,312,1701,86,3,0.0,0.4284687,0.4103208,0.34586602
310,ана,243,0,191,172,85,305,0,3,0.0,0.4284687,0.4103208,0.34586602
311,ана,243,0,191,172,85,305,0,3,0.0,0.4284687,0.4103208,0.34586602
312,мойындау,1440,57,33,79,87,2962,4,8,2.0,0.26004887,0.3128842,0.3026747
313,әдебиет,2146,38,14,455,0,2001,3,7,2.0,0.40420425,0.46003196,0.4430994
314,тау,2667,57,567,283,140,933,40,3,0.0,0.46427658,0.47736868,0.5220357
315,өзен,3500,94,358,86,101,505,54,4,1.0,0.4062778,0.42635837,0.4305435
316,жас,1418,71,314,482,206,2113,126,3,0.0,0.504459,0.46621892,0.41296768
317,жас,1418,71,314,482,206,2113,126,3,0.0,0.504459,0.46621892,0.41296768
318,жас,1086,191,283,324,180,1078,0,3,0.0,0.504459,0.46621892,0.41296768
319,жас,1086,191,283,324,180,1078,0,3,0.0,0.504459,0.46621892,0.41296768
320,қарсы,1423,342,146,451,227,2008,14,5,1.0,0.3943618,0.45269185,0.4149511
321,шығару,543,96,497,522,645,2290,25,6,1.0,0.40157747,0.36880052,0.32683223
322,бағдарлама,1053,686,0,485,47,2321,7,10,3.0,0.33624372,0.37540445,0.31223634
323,бағалау,2106,406,20,216,19,1819,12,7,2.0,0.3551113,0.3682362,0.35177132
324,бағалау,2106,406,20,216,19,1819,12,7,2.0,0.3551113,0.3682362,0.35177132
325,бағалау,0,0,0,0,0,2,0,7,2.0,0.3551113,0.3682362,0.35177132
326,бағалау,0,0,0,0,0,2,0,7,2.0,0.3551113,0.3682362,0.35177132
327,көріну,837,47,707,341,314,2330,22,6,1.0,0.30664238,0.31261188,0.317169
328,мәтін,2827,415,5,46,2,1255,3,5,1.0,0.35601032,0.38958573,0.34442097
329,белгілі,1415,140,72,333,41,2523,24,7,2.0,0.43967262,0.44610965,0.37111437
330,дүние,1678,26,326,530,19,1937,17,5,1.0,0.4488062,0.4698455,0.4332193
331,асыру,248,1769,40,251,69,2136,4,5,1.0,0.4006244,0.41847873,0.41288945
332,хан,2208,14,748,326,271,940,26,3,0.0,0.37133628,0.39523563,0.3614598
333,біту,959,30,299,158,51,2981,2,4,1.0,0.21444249,0.15883955,0.11426527
334,дамыту,1282,874,2,264,0,2056,14,6,1.0,0.38321093,0.38587925,0.3530286
335,қоғам,1156,325,17,446,30,2489,7,5,2.0,0.39331642,0.43413734,0.39969116
336,дұрыс,1562,125,382,297,59,2018,59,5,1.0,0.44976917,0.42039916,0.37896955
337,орган,227,2524,0,163,34,1492,0,5,1.0,0.36473775,0.3915996,0.3469535
338,себеп,1102,217,34,139,49,2867,109,5,1.0,0.34027132,0.35921684,0.32624742
339,кітап,2083,46,278,435,59,1504,81,5,1.0,0.40273207,0.40704405,0.33260614
340,кеңес,486,1164,35,406,88,2209,15,5,1.0,0.3593253,0.3811594,0.3072885
341,жасалу,1509,527,121,278,59,1854,26,6,1.0,0.28752,0.3059687,0.28671676
342,өнер,1752,29,106,486,67,1861,21,4,1.0,0.46067527,0.5071196,0.44547662
343,он,1053,389,456,417,253,1657,48,2,0.0,0.25150317,0.025410872,-0.05796636
344,өткізу,816,840,38,446,88,1959,22,6,1.0,0.42417753,0.39866403,0.34170392
345,билік,906,128,10,393,102,2610,12,5,1.0,0.37901914,0.4400972,0.3922116
346,тәртіп,483,2587,34,103,45,892,8,6,1.0,0.3876361,0.45962662,0.36672375
347,тарих,1205,129,49,675,5,2077,13,5,1.0,0.3790809,0.4315989,0.41911587
348,пайда,1588,163,161,555,90,1566,54,5,1.0,0.45613393,0.46220434,0.41757935
349,талап,819,649,44,337,62,2210,14,5,1.0,0.4063709,0.44159436,0.40682155
350,би,2387,252,71,279,20,1075,15,2,0.0,0.15318798,-0.007257431,-0.03130061
351,сурет,2543,108,258,322,241,607,30,5,1.0,0.2920251,0.2904703,0.26239747
352,өсу,1675,143,293,392,179,1396,46,3,0.0,0.325709,0.34357706,0.28815195
353,мүмкіндік,842,510,43,398,40,2241,20,9,4.0,0.43225706,0.47907457,0.42426237
354,әкелу,1601,151,509,242,317,1245,28,5,1.0,0.32642135,0.33395806,0.26904285
355,мұны,702,9,692,389,289,1950,7,4,1.0,0.3721005,0.36811814,0.35422125
356,қаржы,1817,635,6,361,43,1158,5,5,1.0,0.43507448,0.48641658,0.4311251
357,бірлік,2599,217,11,173,7,1002,9,6,1.0,0.3632099,0.42538324,0.35955286
358,дала,2237,20,253,612,14,861,43,4,1.0,0.3720074,0.40244105,0.41052964
359,түрлі,1508,81,198,337,109,1763,63,5,1.0,0.5709209,0.558454,0.5103153
360,нәтиже,1246,632,8,211,39,1842,9,6,1.0,0.37234688,0.3877167,0.34285784
361,нәтиже,1246,632,8,211,39,1842,9,6,1.0,0.37234688,0.3877167,0.34285784
362,нәтиже,413,341,8,64,39,556,0,6,1.0,0.37234688,0.3877167,0.34285784
363,нәтиже,413,341,8,64,39,556,0,6,1.0,0.37234688,0.3877167,0.34285784
364,қой,794,0,479,245,491,1967,2,3,0.0,0.4252808,0.38363728,0.36606592
365,қой,794,0,479,245,491,1967,2,3,0.0,0.4252808,0.38363728,0.36606592
366,қой,0,10,19,13,17,24,0,3,0.0,0.4252808,0.38363728,0.36606592
367,қой,0,10,19,13,17,24,0,3,0.0,0.4252808,0.38363728,0.36606592
368,көше,695,152,267,175,72,2604,21,4,1.0,0.36357516,0.34645775,0.30304503
369,жоба,225,1383,11,270,608,1444,20,4,1.0,0.3309206,0.3256252,0.23301207
370,кезең,1182,405,14,336,21,1969,2,5,1.0,0.36916417,0.35398993,0.2772825
371,кәсіпкер,105,33,0,53,24,3700,4,8,2.0,0.26489824,0.29667017,0.24261151
372,жеткізу,759,65,128,419,100,2420,29,7,2.0,0.37608925,0.37030423,0.3123007
373,қай,2124,52,194,257,158,1104,5,3,0.0,0.4683038,0.3895425,0.32933396
374,халықаралық,906,1409,10,370,25,1168,7,11,3.0,0.43372625,0.454828,0.43090418
375,әңгіме,1501,12,330,316,93,1624,14,6,1.0,0.4208061,0.4384335,0.38935122
376,белгі,1286,533,213,99,73,1665,8,5,1.0,0.3453835,0.40951246,0.3231218
377,ұстау,918,238,695,358,366,1280,35,5,1.0,0.34856004,0.34212703,0.30316213
378,оқыту,1715,396,13,273,11,1439,3,5,1.0,0.41211468,0.41447362,0.37927324
379,жан,686,52,715,347,389,1631,34,3,0.0,0.4813257,0.48956692,0.41695672
380,өкіл,1259,470,10,295,50,1728,5,4,1.0,0.24097198,0.25274488,0.18063779
381,қорғау,562,717,70,106,63,2269,43,6,1.0,0.4096009,0.42160332,0.3690684
382,қорғау,562,717,70,106,63,2269,43,6,1.0,0.4096009,0.42160332,0.3690684
383,қорғау,274,178,2,79,20,412,0,6,1.0,0.4096009,0.42160332,0.3690684
384,қорғау,274,178,2,79,20,412,0,6,1.0,0.4096009,0.42160332,0.3690684
385,мұндай,966,25,303,323,164,2006,10,6,1.0,0.58585066,0.59723353,0.5617533
386,мәдениет,970,331,2,446,1,2032,25,8,2.0,0.40839794,0.48857468,0.43379587
387,дәл,1796,33,227,245,15,1465,2,3,0.0,0.40538228,0.39254606,0.33228752
388,дәл,1796,33,227,245,15,1465,2,3,0.0,0.40538228,0.39254606,0.33228752
389,дәл,5,0,0,0,0,0,0,3,0.0,0.40538228,0.39254606,0.33228752
390,дәл,5,0,0,0,0,0,0,3,0.0,0.40538228,0.39254606,0.33228752
391,сот,310,1183,123,314,246,1605,1,3,0.0,0.3539386,0.3823066,0.3647884
392,кездесу,1091,62,186,277,201,1933,18,7,2.0,0.26000276,0.27414638,0.22582199
393,кездесу,1091,62,186,277,201,1933,18,7,2.0,0.26000276,0.27414638,0.22582199
394,кездесу,40,1,3,2,0,15,0,7,2.0,0.26000276,0.27414638,0.22582199
395,кездесу,40,1,3,2,0,15,0,7,2.0,0.26000276,0.27414638,0.22582199
396,көңіл,916,88,521,320,230,1674,42,5,1.0,0.4136742,0.44983867,0.40105048
397,ұйым,400,918,0,571,82,1772,4,4,1.0,0.3358931,0.3735927,0.30410463
398,ғылым,1913,261,40,440,11,1074,26,5,1.0,0.41428268,0.4613074,0.40271854
399,үйрету,2055,13,207,208,115,1141,18,6,1.0,0.3353551,0.33336383,0.28360528
400,ауыз,979,17,509,337,241,1651,5,4,1.0,0.4422952,0.43633312,0.4383182
401,әртүрлі,2044,126,70,197,46,1244,29,7,2.0,0.5195161,0.5092715,0.44118923
402,басқару,1094,787,21,200,45,1578,11,7,2.0,0.32535663,0.36769634,0.34937307
403,ұлы,1439,26,156,427,126,1521,22,3,0.0,0.4398149,0.44657207,0.40604866
404,бір-бір,41,0,0,5,0,3637,0,7,2.0,0.427731,0.3875452,0.30850697
405,жазу,1808,26,48,309,36,1449,80,4,1.0,0.3942033,0.37169018,0.34283832
406,жазу,1808,26,48,309,36,1449,80,4,1.0,0.3942033,0.37169018,0.34283832
407,жазу,207,42,39,20,50,689,0,4,1.0,0.3942033,0.37169018,0.34283832
408,жазу,207,42,39,20,50,689,0,4,1.0,0.3942033,0.37169018,0.34283832
409,кісі,728,4,746,391,270,1529,13,4,1.0,0.47316468,0.46371707,0.39341226
410,сәйкес,641,1541,6,117,23,1340,0,6,1.0,0.3522721,0.3561114,0.29386842
411,сәйкес,641,1541,6,117,23,1340,0,6,1.0,0.3522721,0.3561114,0.29386842
412,сәйкес,7,0,0,0,0,0,0,6,1.0,0.3522721,0.3561114,0.29386842
413,сәйкес,7,0,0,0,0,0,0,6,1.0,0.3522721,0.3561114,0.29386842
414,мың,996,199,152,505,116,1699,34,3,0.0,0.50916946,0.4052423,0.30622673
415,тақырып,1703,294,12,302,8,1341,10,7,2.0,0.4099862,0.43443692,0.37040344
416,басшы,370,488,14,318,71,2395,8,5,1.0,0.3490027,0.3867209,0.34211552
417,бөлу,1391,238,153,252,129,1492,25,4,1.0,0.33903107,0.33071056,0.28146067
418,азамат,644,473,42,515,84,1893,6,6,1.0,0.3674306,0.39615133,0.30612952
419,әлем,995,86,117,579,68,1801,90,4,1.0,0.45977956,0.46701214,0.4192518
420,әлем,995,86,117,579,68,1801,90,4,1.0,0.45977956,0.46701214,0.4192518
421,әлем,3,12,8,8,4,118,0,4,1.0,0.45977956,0.46701214,0.4192518
422,әлем,3,12,8,8,4,118,0,4,1.0,0.45977956,0.46701214,0.4192518
423,орыс,1528,66,21,504,10,1512,27,4,1.0,0.39300704,0.40163165,0.38757464
424,иә,467,0,377,207,1613,957,13,2,0.0,0.021874843,-0.08093302,-0.086138874
425,ойын,1678,13,183,403,118,1222,28,4,1.0,0.4359956,0.44718304,0.35987884
426,бе,673,0,455,254,1194,1024,16,2,0.0,0.0959778,-0.04668295,-0.07416142
427,қалам,1785,8,22,96,1542,133,0,5,1.0,0.33807668,0.34952572,0.32087108
428,жүзеге асу,527,1155,5,223,14,1646,0,10,3.0,0.40752912,0.44217753,0.4229465
429,саяси,839,212,2,317,21,2177,5,5,1.0,0.43420535,0.5226183,0.5057769
430,президент,455,641,5,419,46,1991,5,9,2.0,0.3510054,0.37200025,0.3261
431,ән,1550,2,268,354,191,1179,29,2,0.0,0.19100562,0.052932337,0.0064093247
432,тұлға,802,651,12,226,13,1839,8,5,1.0,0.39173573,0.44055834,0.38910452
433,бірдей,1986,183,95,99,46,1128,0,6,1.0,0.4894314,0.43287912,0.3632666
434,міндет,673,760,32,229,106,1736,20,6,1.0,0.36234584,0.4080214,0.34483707
435,ақпарат,562,948,2,461,53,1488,23,7,2.0,0.40400296,0.4384656,0.36961907
436,үсті (үст),438,43,853,299,213,1662,15,10,3.0,0.3696024,0.3785111,0.43878102
437,әлеуметтік,773,595,0,307,34,1798,3,10,2.0,0.4426819,0.50706846,0.48024318
438,шешу,877,250,214,368,110,1667,17,4,1.0,0.35023087,0.32573518,0.3275072
439,өзгеру,1573,102,53,146,46,1561,18,6,1.0,0.34986958,0.34837538,0.36271948
440,қайда,813,11,611,69,726,1250,6,5,1.0,0.41454905,0.39343625,0.35805404
441,туған,1572,49,211,375,94,1177,0,5,1.0,0.4242893,0.41260207,0.36414805
442,туған,1572,49,211,375,94,1177,0,5,1.0,0.4242893,0.41260207,0.36414805
443,туған,77,2,18,58,19,166,0,5,1.0,0.4242893,0.41260207,0.36414805
444,туған,77,2,18,58,19,166,0,5,1.0,0.4242893,0.41260207,0.36414805
445,шығарма,1498,20,23,343,18,1576,21,7,2.0,0.3758008,0.4004016,0.3725047
446,қалау,1411,283,453,157,561,591,2,5,1.0,0.29278895,0.34521452,0.30951703
447,қалау,1411,283,453,157,561,591,2,5,1.0,0.29278895,0.34521452,0.30951703
448,қалау,52,85,12,2,27,335,0,5,1.0,0.29278895,0.34521452,0.30951703
449,қалау,52,85,12,2,27,335,0,5,1.0,0.29278895,0.34521452,0.30951703
450,яғни,768,34,85,308,74,2165,19,4,1.0,0.4640551,0.42188865,0.35692656
451,аудан,834,277,19,322,82,1871,10,5,1.0,0.34118003,0.3526482,0.3456922
452,қолдану,1164,465,17,176,26,1555,55,7,2.0,0.41522858,0.41133898,0.38646254
453,аға,829,181,340,341,268,1430,31,3,0.0,0.38708147,0.43837494,0.39160118
454,шағын,938,153,99,120,35,2024,5,5,1.0,0.4592512,0.48803496,0.44769612
455,атқару,880,398,17,233,28,1812,14,6,1.0,0.3078073,0.33371255,0.2683815
456,әрі,760,449,294,285,210,1370,15,3,0.0,0.45527032,0.47706774,0.43767935
457,әрі,760,449,294,285,210,1370,15,3,0.0,0.45527032,0.47706774,0.43767935
458,әрі,312,86,111,296,220,901,0,3,0.0,0.45527032,0.47706774,0.43767935
459,әрі,312,86,111,296,220,901,0,3,0.0,0.45527032,0.47706774,0.43767935
460,ерекше,1122,333,47,325,62,1472,56,6,1.0,0.48837373,0.53134274,0.4588255
461,тастау,352,79,433,416,386,1685,15,6,1.0,0.3087342,0.3066503,0.30825683
462,сөйлем,2072,12,11,56,3,1183,0,6,1.0,0.41420296,0.4215353,0.35792395
463,мән,1017,271,53,238,88,1662,3,3,0.0,0.3325595,0.38894874,0.33720097
464,мән,1017,271,53,238,88,1662,3,3,0.0,0.3325595,0.38894874,0.33720097
465,мән,1,0,0,0,0,0,0,3,0.0,0.3325595,0.38894874,0.33720097
466,мән,1,0,0,0,0,0,0,3,0.0,0.3325595,0.38894874,0.33720097
467,көмек,889,336,92,275,150,1580,15,5,1.0,0.42145368,0.4486553,0.3237018
468,заман,1177,31,124,422,35,1529,16,5,1.0,0.42890862,0.45818684,0.45654047
469,дос,1721,13,339,282,95,862,92,3,0.0,0.3772677,0.39318624,0.29695025
470,кезінде,652,633,0,40,0,1971,0,7,2.0,0.45988515,0.41494557,0.36631015
471,осындай,350,264,227,364,0,2087,17,7,2.0,0.58993614,0.6039349,0.5724534
472,бап,74,2485,35,70,30,587,1,3,0.0,0.1410904,0.122277655,0.06314145
473,ұсыну,1027,157,58,259,79,1680,7,5,1.0,0.34262955,0.35473365,0.29606533
474,ғылыми,589,951,0,350,1,1366,5,6,1.0,0.4526455,0.51560414,0.45824182
475,аяқ,1226,65,725,333,247,646,35,3,0.0,0.38963175,0.36525777,0.35238704
476,байқау,363,40,458,281,188,1908,18,6,1.0,0.26338932,0.28078458,0.26353705
477,байқау,363,40,458,281,188,1908,18,6,1.0,0.26338932,0.28078458,0.26353705
478,байқау,64,45,3,70,18,158,0,6,1.0,0.26338932,0.28078458,0.26353705
479,байқау,64,45,3,70,18,158,0,6,1.0,0.26338932,0.28078458,0.26353705
480,шақыру,705,120,372,284,350,1398,21,6,1.0,0.2576537,0.2795431,0.23255481
481,пікір,653,61,48,334,54,2064,4,5,1.0,0.3161919,0.3703608,0.36797458
482,өлу,842,3,536,188,543,1099,6,3,0.0,0.14464748,0.15307389,0.10485918
483,бұрын,841,158,235,340,11,1612,34,5,1.0,0.43252623,0.3446114,0.34054512
484,жазылу,1037,138,80,349,92,1494,17,6,1.0,0.21869718,0.24951206,0.22859709
485,жалпы,520,36,224,232,56,2109,7,5,1.0,0.45484275,0.47528905,0.4300405
486,жалпы,520,36,224,232,56,2109,7,5,1.0,0.45484275,0.47528905,0.4300405
487,жалпы,217,22,17,31,12,110,0,5,1.0,0.45484275,0.47528905,0.4300405
488,жалпы,217,22,17,31,12,110,0,5,1.0,0.45484275,0.47528905,0.4300405
489,аудару,1193,140,121,294,85,1341,21,6,1.0,0.28946036,0.30358705,0.26499325
490,қамтамасыз,417,1613,6,2,7,1129,14,10,3.0,0.30974403,0.3720706,0.3283217
491,қалыптасу,1100,140,3,241,7,1657,0,9,2.0,0.3133692,0.3620322,0.3582217
492,үкімет,804,207,12,290,49,1778,13,6,1.0,0.36524346,0.40758914,0.36194903
493,жүргізу,898,249,21,206,47,1712,11,7,2.0,0.415559,0.41018918,0.34105566
494,арналу,1171,90,21,310,9,1524,13,6,1.0,0.344058,0.38825437,0.3355226
495,үлгі,1527,66,56,196,21,1257,19,4,1.0,0.3531529,0.4213042,0.34996328
496,әже,1356,0,392,362,467,514,53,3,0.0,0.30744722,0.25076857,0.1877684
497,әлі,197,31,371,385,342,1761,5,3,0.0,0.43199795,0.41610005,0.38396883
498,шаруашылық,1237,501,10,116,11,1205,8,10,3.0,0.40927315,0.48058963,0.42856807
499,бағыт,1128,389,24,219,12,1305,4,5,1.0,0.34054112,0.37450114,0.32218844
500,саясат,749,327,1,378,14,1608,3,6,1.0,0.35649604,0.42609906,0.40310088
501,бітіру,1514,18,819,434,144,139,0,6,1.0,0.32332063,0.31703657,0.23916256
502,бөлік,1516,447,21,136,31,905,14,5,1.0,0.28887337,0.2948452,0.2755075
503,былай,1372,11,247,200,8,1202,6,5,1.0,0.31806362,0.3327711,0.28125829
504,туризм,15,2687,0,23,2,311,1,6,1.0,0.28470358,0.32204118,0.2780388
505,әсер,1287,117,58,209,25,1335,20,4,1.0,0.38665432,0.44878882,0.37866208
506,мағына,965,94,28,84,3,1856,3,6,1.0,0.38173518,0.44925866,0.3932513
507,қатты,846,31,299,286,271,1262,21,5,1.0,0.4369535,0.46221644,0.46484542
508,жүрек,641,7,273,329,263,1470,8,5,1.0,0.40563354,0.4088712,0.36137375
509,қасиет,1658,30,52,205,34,1002,11,6,1.0,0.35377508,0.4041918,0.3289586
510,ала,582,202,284,266,132,1507,0,3,0.0,0.39405,0.41658407,0.41294158
511,ала,582,202,284,266,132,1507,0,3,0.0,0.39405,0.41658407,0.41294158
512,ала,2,0,5,7,1,2,0,3,0.0,0.39405,0.41658407,0.41294158
513,ала,2,0,5,7,1,2,0,3,0.0,0.39405,0.41658407,0.41294158
514,туу,1009,101,245,200,111,1300,40,3,0.0,0.25455242,0.26631156,0.18328953
515,басу,628,198,447,278,435,976,16,4,1.0,0.29822308,0.30744982,0.2942896
516,бизнес,256,84,0,172,24,2425,7,6,1.0,0.31639817,0.34399527,0.28852487
517,құру,759,210,201,153,122,1491,26,4,1.0,0.3792853,0.37885725,0.31393802
518,құру,759,210,201,153,122,1491,26,4,1.0,0.3792853,0.37885725,0.31393802
519,құру,10,0,2,52,46,31,0,4,1.0,0.3792853,0.37885725,0.31393802
520,құру,10,0,2,52,46,31,0,4,1.0,0.3792853,0.37885725,0.31393802
521,маңызды,933,238,36,239,45,1434,55,7,2.0,0.49972814,0.5495768,0.45455685
522,табиғат,1784,69,30,143,31,868,86,7,2.0,0.46363282,0.48682576,0.42661393
523,ашу,528,323,472,564,488,543,28,3,0.0,0.35190493,0.34252676,0.31395575
524,ашу,528,323,472,564,488,543,28,3,0.0,0.35190493,0.34252676,0.31395575
525,ашу,16,0,66,60,10,54,0,3,0.0,0.35190493,0.34252676,0.31395575
526,ашу,16,0,66,60,10,54,0,3,0.0,0.35190493,0.34252676,0.31395575
527,құрам,1130,507,7,134,16,1124,6,5,1.0,0.28390303,0.3229756,0.23703137
528,өндіру,363,510,4,179,11,1850,8,6,1.0,0.3877065,0.4056739,0.36192015
529,көлем,1051,341,21,184,21,1280,5,5,1.0,0.3162143,0.32560977,0.2844964
530,ерекшелік,976,150,13,132,3,1610,6,9,2.0,0.34111857,0.38004148,0.33734578
531,күту,472,140,450,275,392,1149,15,4,1.0,0.32228544,0.3051528,0.2320644
532,құрылыс,840,413,13,109,28,1465,8,7,2.0,0.38311866,0.44046155,0.3646204
533,жөніндегі,202,1227,9,167,15,1229,1,9,2.0,0.3993042,0.42455637,0.39043564
534,міне,547,1,496,284,339,1182,7,4,1.0,0.3600494,0.35616344,0.33838508
535,жігіт,552,0,393,156,377,1369,41,5,1.0,0.4620603,0.44983125,0.3945061
536,келтіру,815,241,89,261,74,1358,11,7,2.0,0.32630318,0.3476156,0.2931754
537,туындау,2080,346,4,98,22,287,2,7,2.0,0.34173667,0.33836815,0.33851585
538,ай,703,373,212,407,305,835,66,2,0.0,0.21592444,0.00072969194,-0.052399438
539,ай,703,373,212,407,305,835,66,2,0.0,0.21592444,0.00072969194,-0.052399438
540,ай,703,373,212,407,305,835,66,2,0.0,0.21592444,0.00072969194,-0.052399438
541,ай,25,0,19,31,212,85,0,2,0.0,0.21592444,0.00072969194,-0.052399438
542,ай,25,0,19,31,212,85,0,2,0.0,0.21592444,0.00072969194,-0.052399438
543,ай,25,0,19,31,212,85,0,2,0.0,0.21592444,0.00072969194,-0.052399438
544,ай,15,0,4,85,98,105,0,2,0.0,0.21592444,0.00072969194,-0.052399438
545,ай,15,0,4,85,98,105,0,2,0.0,0.21592444,0.00072969194,-0.052399438
546,ай,15,0,4,85,98,105,0,2,0.0,0.21592444,0.00072969194,-0.052399438
547,нәрсе,683,10,439,225,362,1115,11,5,1.0,0.4978945,0.50745857,0.44155467
548,басты,557,5,0,359,43,1865,0,5,1.0,0.42608967,0.4687153,0.43249813
549,соңғы,531,254,148,309,138,1448,15,5,1.0,0.43821946,0.41791862,0.37102357
550,өнім,575,234,13,97,22,1881,13,4,1.0,0.4031133,0.4626146,0.39225477
551,бөлім,680,537,33,210,81,1275,3,5,1.0,0.3081299,0.31963113,0.24322829
552,әрекет,991,283,16,138,47,1335,13,6,1.0,0.38542137,0.45528162,0.36813688
553,соғыс,1284,73,103,314,95,940,28,5,1.0,0.36350054,0.4106517,0.3585919
554,кәсіпорын,397,284,14,59,11,2040,0,9,2.0,0.3263605,0.35588974,0.27841464
555,өзге,318,734,193,114,154,1289,11,4,1.0,0.4589625,0.498217,0.4614646
556,олай,1224,0,175,96,197,1102,6,4,1.0,0.34629646,0.3458996,0.30230305
557,та,596,7,382,67,154,1576,17,2,0.0,0.20759684,0.105032854,0.051983994
558,жұрт,535,6,484,422,195,1139,0,4,1.0,0.42321527,0.42510647,0.40130293
559,қазақ-жоңғар,17,0,0,2751,0,0,0,12,3.0,0.34793186,0.35437897,0.34903842
560,орта,1157,156,142,248,74,987,46,4,1.0,0.4132825,0.4137258,0.36663023
561,орта,1157,156,142,248,74,987,46,4,1.0,0.4132825,0.4137258,0.36663023
562,орта,421,200,51,69,20,505,0,4,1.0,0.4132825,0.4137258,0.36663023
563,орта,421,200,51,69,20,505,0,4,1.0,0.4132825,0.4137258,0.36663023
564,бірыңғай,112,133,1,24,1,2486,0,8,2.0,0.4062315,0.42534837,0.40695924
565,алға,1645,88,89,178,29,726,10,4,1.0,0.32223758,0.32988155,0.34053624
